Hm0,H3,H10,Hmax,Hmean,Tm02,Tp,Tz,T3,T10,Tmax,DirTp,SprTp,Mdir,unidirectind,mpressure,currentspeed,currentdir,errorcode,datetime,hourly,tenmin
1.48,1.25,1.62,2.13,0.77,4.39,13.27,4.74,7.61,10.69,13,251.36,66.76,231.98,0.88,18.354,0.08,187.9,0,2019-12-11T06:32:01Z,2019-12-11T07:00:00Z,2019-12-11T06:30:00Z
1.73,1.48,1.86,2.49,0.93,4.8,13.53,5.31,8,9.6,12,246.36,62.44,246.92,0.96,18.135,0.08,185.2,0,2019-12-11T07:32:01Z,2019-12-11T08:00:00Z,2019-12-11T07:30:00Z
1.99,1.73,2.31,3.4,1.02,5.51,14.43,6.1,10,13.28,14,220.35,64.01,223.34,0.95,17.995,0.08,153.5,0,2019-12-11T08:32:01Z,2019-12-11T09:00:00Z,2019-12-11T08:30:00Z
1.77,1.5,1.99,3.05,0.9,5.14,15.08,5.75,9.67,12.64,10.5,251.88,66.69,246.32,0.95,17.817,0.03,151.7,0,2019-12-11T09:32:01Z,2019-12-11T10:00:00Z,2019-12-11T09:30:00Z
1.61,1.37,1.93,2.68,0.8,4.93,14.95,5.23,9.19,12.5,15.5,227.38,66.42,235.07,0.96,17.575,0.05,189.3,0,2019-12-11T10:32:01Z,2019-12-11T11:00:00Z,2019-12-11T10:30:00Z
1.72,1.41,1.87,2.44,0.87,5,15.04,5.31,8.16,11.34,16,227.4,60.87,245.42,0.88,17.433,0.29,288.5,0,2019-12-11T11:32:01Z,2019-12-11T12:00:00Z,2019-12-11T11:30:00Z
1.9,1.71,2.14,2.55,0.97,6.25,15.18,7.05,12.28,13.14,12.5,239.66,64.36,256.08,0.91,17.419,0.12,304.8,0,2019-12-11T12:32:01Z,2019-12-11T13:00:00Z,2019-12-11T12:30:00Z
1.37,1.2,1.57,2.13,0.69,4.93,15.08,5.46,9.62,12.02,15,272.42,69.74,267.62,0.87,17.47,0.12,352.7,0,2019-12-11T13:32:01Z,2019-12-11T14:00:00Z,2019-12-11T13:30:00Z
1,0.85,1.1,1.33,0.51,4.05,14.93,4.48,6.9,8.72,13.5,289.06,69,284.35,0.95,17.693,0.07,309.1,0,2019-12-11T14:32:01Z,2019-12-11T15:00:00Z,2019-12-11T14:30:00Z
1.08,0.93,1.24,1.59,0.55,4.2,14.18,4.54,7.27,8.97,6.5,253.46,66.99,271.14,0.93,18,0.04,293.8,0,2019-12-11T15:32:01Z,2019-12-11T16:00:00Z,2019-12-11T15:30:00Z
0.96,0.84,1.05,1.25,0.52,3.76,13.11,4.26,6.13,7.45,8.5,259.28,64.67,286.43,0.91,18.319,0.14,106.8,0,2019-12-11T16:32:01Z,2019-12-11T17:00:00Z,2019-12-11T16:30:00Z
1.13,0.99,1.21,1.42,0.63,3.71,13.92,4.26,6.34,7.39,8,247.34,64.88,265.29,0.85,18.464,0.14,98.8,0,2019-12-11T17:32:01Z,2019-12-11T18:00:00Z,2019-12-11T17:30:00Z
1.28,1.12,1.45,1.87,0.7,3.88,12.24,4.2,6.43,8.54,11.5,256.73,61.94,260.69,0.88,18.345,0.01,250.8,0,2019-12-11T18:32:01Z,2019-12-11T19:00:00Z,2019-12-11T18:30:00Z
1.26,1.1,1.46,1.77,0.68,4.12,8.8,4.45,6.65,8.3,7.5,259.35,61.11,258.14,0.88,18.118,0.07,147.6,0,2019-12-11T19:32:01Z,2019-12-11T20:00:00Z,2019-12-11T19:30:00Z
0.98,0.85,1.06,1.3,0.54,3.46,12.36,3.96,5.79,7.88,10,218.6,64.31,237.77,0.87,17.944,0.03,284.9,0,2019-12-11T20:32:01Z,2019-12-11T21:00:00Z,2019-12-11T20:30:00Z
0.93,0.78,1.02,1.27,0.47,3.68,10.93,4.11,6.45,8.95,8,203.06,64.01,229,0.84,17.771,0.07,238.2,0,2019-12-11T21:32:01Z,2019-12-11T22:00:00Z,2019-12-11T21:30:00Z
0.85,0.72,0.95,1.22,0.43,4.26,12.11,4.56,7.29,8.68,11,258.36,69.43,238.22,0.91,17.584,0.13,293.7,0,2019-12-11T22:32:01Z,2019-12-11T23:00:00Z,2019-12-11T22:30:00Z
0.87,0.72,0.96,1.46,0.46,4.02,11.89,4.2,6.18,7.91,9.5,232.81,58.23,247.3,0.9,17.457,0.33,293.8,0,2019-12-11T23:32:01Z,2019-12-12T00:00:00Z,2019-12-11T23:30:00Z
0.8,0.72,0.96,1.18,0.43,4.53,11.25,5.36,8.32,9.94,10.5,268.14,68.68,257.27,0.85,17.371,0.09,322.4,0,2019-12-12T00:32:01Z,2019-12-12T01:00:00Z,2019-12-12T00:30:00Z
0.65,0.54,0.69,0.89,0.34,3.62,13.72,4.22,6.58,8.6,8,273.59,71.33,243.57,0.84,17.379,0.12,304.9,0,2019-12-12T01:32:01Z,2019-12-12T02:00:00Z,2019-12-12T01:30:00Z
0.6,0.49,0.63,0.78,0.31,3.4,10.37,3.89,6.13,7.65,8,290.59,72.62,267.92,0.69,17.579,0.14,315.2,0,2019-12-12T02:32:01Z,2019-12-12T03:00:00Z,2019-12-12T02:30:00Z
0.61,0.51,0.66,1,0.32,3.33,10.35,3.87,6.1,7.69,9.5,296.34,73.91,280.12,0.67,17.975,0.07,17.8,0,2019-12-12T03:32:01Z,2019-12-12T04:00:00Z,2019-12-12T03:30:00Z
0.62,0.5,0.69,1.02,0.29,3.87,12.31,4.17,6.96,9.68,10.5,286.21,70.7,273.88,0.86,18.37,0.2,102.7,0,2019-12-12T04:32:01Z,2019-12-12T05:00:00Z,2019-12-12T04:30:00Z
0.85,0.74,0.98,1.31,0.45,3.86,10.55,4.38,6.96,8.65,10.5,280.37,63.81,276.9,0.87,18.581,0.13,105.7,0,2019-12-12T05:32:01Z,2019-12-12T06:00:00Z,2019-12-12T05:30:00Z
1.07,0.97,1.27,1.65,0.58,3.92,10.09,4.44,6.94,8,8.5,268.76,55.59,264.62,0.98,18.54,0.12,158.4,0,2019-12-12T06:32:01Z,2019-12-12T07:00:00Z,2019-12-12T06:30:00Z
0.81,0.69,0.88,1.23,0.42,3.47,10.3,3.9,6.08,8.55,10,233.34,59.34,243.6,0.88,18.303,0.04,219.5,0,2019-12-12T07:32:01Z,2019-12-12T08:00:00Z,2019-12-12T07:30:00Z
0.9,0.76,0.94,1.17,0.48,3.48,10.74,3.87,5.68,7.17,8.5,216.42,64.09,240.02,0.89,18.064,0.05,291,0,2019-12-12T08:32:01Z,2019-12-12T09:00:00Z,2019-12-12T08:30:00Z
0.81,0.7,0.87,1.28,0.42,3.83,11.85,4.39,7.31,9.39,11.5,211.5,58.14,227.61,0.88,17.873,0.03,163.7,0,2019-12-12T09:32:01Z,2019-12-12T10:00:00Z,2019-12-12T09:30:00Z
0.62,0.53,0.68,0.83,0.32,3.88,10.74,4.42,7.13,8.89,11.5,191.12,59.17,203.61,0.83,17.704,0.03,291.8,0,2019-12-12T10:32:01Z,2019-12-12T11:00:00Z,2019-12-12T10:30:00Z
0.72,0.62,0.8,1.15,0.39,4.37,12.64,4.99,7.66,9.97,12,242.61,67.12,246.41,0.93,17.549,0.25,283.2,0,2019-12-12T11:32:01Z,2019-12-12T12:00:00Z,2019-12-12T11:30:00Z
0.57,0.49,0.67,0.9,0.3,4.56,12.17,5.03,8,10.92,8.5,226.27,73.79,238.09,0.85,17.455,0.33,298.7,0,2019-12-12T12:32:01Z,2019-12-12T13:00:00Z,2019-12-12T12:30:00Z
0.7,0.62,0.84,1.18,0.35,5.38,12.42,5.81,9.69,12.05,11,273.28,61.33,285.98,0.93,17.467,0.1,324,0,2019-12-12T13:32:01Z,2019-12-12T14:00:00Z,2019-12-12T13:30:00Z
0.5,0.41,0.52,0.63,0.25,3.85,13.3,4.51,7.08,9.52,13,309.28,69.81,281.24,0.73,17.533,0.08,329.5,0,2019-12-12T14:32:01Z,2019-12-12T15:00:00Z,2019-12-12T14:30:00Z
0.43,0.37,0.46,0.54,0.22,4.12,12.62,4.57,7.27,9.02,9.5,220.83,73.54,238.4,0.69,17.845,0.04,5.9,0,2019-12-12T15:32:01Z,2019-12-12T16:00:00Z,2019-12-12T15:30:00Z
0.48,0.41,0.54,0.72,0.24,3.82,9.5,4.21,7.01,9.04,9,255.97,70.48,254.52,0.78,18.183,0.06,82.3,0,2019-12-12T16:32:01Z,2019-12-12T17:00:00Z,2019-12-12T16:30:00Z
0.48,0.4,0.52,0.64,0.25,4.23,12.43,4.81,7.07,9.26,11,261.85,67.81,256.26,0.84,18.464,0.24,96.3,0,2019-12-12T17:32:01Z,2019-12-12T18:00:00Z,2019-12-12T17:30:00Z
0.71,0.63,0.81,1.13,0.36,4.24,11.85,4.78,8.11,9.76,10,241.85,62.7,255.44,0.84,18.479,0.08,172.8,0,2019-12-12T18:32:01Z,2019-12-12T19:00:00Z,2019-12-12T18:30:00Z
0.57,0.49,0.65,0.83,0.3,3.54,10.92,4,6.27,8.6,11,235.45,67.88,249.65,0.83,18.264,0.04,227.7,0,2019-12-12T19:32:01Z,2019-12-12T20:00:00Z,2019-12-12T19:30:00Z
0.57,0.48,0.66,0.87,0.29,3.72,11.13,4.19,7,9.58,7,207.99,64.47,232.17,0.79,18.054,0.05,236.7,0,2019-12-12T20:32:01Z,2019-12-12T21:00:00Z,2019-12-12T20:30:00Z
0.5,0.43,0.56,0.86,0.26,3.78,11.8,4.34,7.43,9.21,9,173.69,60.14,187.92,0.79,17.9,0.03,275.7,0,2019-12-12T21:32:01Z,2019-12-12T22:00:00Z,2019-12-12T21:30:00Z
0.43,0.37,0.49,0.72,0.22,4.05,10.37,4.62,7.54,8.7,9,156.9,67.06,149.31,0.52,17.735,0.07,279.5,0,2019-12-12T22:32:01Z,2019-12-12T23:00:00Z,2019-12-12T22:30:00Z
0.44,0.41,0.53,0.7,0.24,4.91,11.68,5.43,8.4,9.08,10,215.22,69.74,207.61,0.86,17.498,0.33,290.5,0,2019-12-12T23:32:01Z,2019-12-13T00:00:00Z,2019-12-12T23:30:00Z
0.35,0.32,0.41,0.56,0.19,4.84,11.89,5.57,8.91,10.22,8.5,214.08,70.94,233.71,0.76,17.416,0.2,300.3,0,2019-12-13T00:32:01Z,2019-12-13T01:00:00Z,2019-12-13T00:30:00Z
0.34,0.32,0.4,0.5,0.19,5.32,11.01,6.28,9.37,9.75,13,245.88,72.65,243.4,0.88,17.379,0.11,312.5,0,2019-12-13T01:32:01Z,2019-12-13T02:00:00Z,2019-12-13T01:30:00Z
0.29,0.25,0.32,0.44,0.16,4.44,9.4,4.8,7.33,8.64,9.5,207.61,71.31,207.75,0.9,17.456,0.14,312.9,0,2019-12-13T02:32:01Z,2019-12-13T03:00:00Z,2019-12-13T02:30:00Z
0.31,0.27,0.36,0.44,0.16,3.99,10.21,4.6,7.31,9.45,11,278.06,67.22,246.51,0.67,17.763,0.17,340.1,0,2019-12-13T03:32:01Z,2019-12-13T04:00:00Z,2019-12-13T03:30:00Z
0.28,0.24,0.3,0.4,0.15,3.85,11.07,4.32,6.17,7,6.5,264.68,72.13,250.04,0.74,18.197,0.13,62.6,0,2019-12-13T04:32:01Z,2019-12-13T05:00:00Z,2019-12-13T04:30:00Z
0.31,0.27,0.35,0.45,0.17,4.09,12.7,4.73,7.43,9.19,11,196.71,70.69,192.39,0.72,18.518,0.22,96.6,0,2019-12-13T05:32:01Z,2019-12-13T06:00:00Z,2019-12-13T05:30:00Z
0.35,0.29,0.38,0.57,0.17,3.74,11.23,3.91,6.21,7.8,9,187.72,69.76,206.52,0.86,18.664,0.04,152.9,0,2019-12-13T06:32:01Z,2019-12-13T07:00:00Z,2019-12-13T06:30:00Z
0.41,0.35,0.46,0.65,0.21,3.68,10.24,4.27,7.08,8.7,6.5,266.6,73.2,229.48,0.8,18.494,0,172.9,0,2019-12-13T07:32:01Z,2019-12-13T08:00:00Z,2019-12-13T07:30:00Z
0.44,0.38,0.5,0.71,0.22,4.01,11.29,4.55,7.42,8.7,10,171.16,58.98,195.43,0.75,18.251,0.04,258,0,2019-12-13T08:32:01Z,2019-12-13T09:00:00Z,2019-12-13T08:30:00Z
0.37,0.32,0.42,0.58,0.18,3.83,12.71,4.44,7.78,9.67,11.5,152.01,68.66,166.21,0.74,18.055,0.03,263.3,0,2019-12-13T09:32:01Z,2019-12-13T10:00:00Z,2019-12-13T09:30:00Z
0.36,0.3,0.39,0.56,0.18,3.98,11.79,4.66,7.48,9.54,8.5,169.48,66.54,193.45,0.67,17.9,0.07,233.2,0,2019-12-13T10:32:01Z,2019-12-13T11:00:00Z,2019-12-13T10:30:00Z
0.39,0.35,0.46,0.68,0.2,4.96,9.67,5.63,8.51,9.83,9,162.94,61.93,167.39,0.87,17.664,0.11,264,0,2019-12-13T11:32:01Z,2019-12-13T12:00:00Z,2019-12-13T11:30:00Z
0.46,0.38,0.5,0.62,0.23,5.32,14.03,5.4,8.24,10.83,9,158.67,72.54,185.84,0.84,17.508,0.37,295.4,0,2019-12-13T12:32:01Z,2019-12-13T13:00:00Z,2019-12-13T12:30:00Z
0.63,0.57,0.73,0.88,0.31,7.52,15.24,8.31,14.3,14.54,15,229.42,74.58,234.55,0.92,17.427,0.1,301.4,0,2019-12-13T13:32:01Z,2019-12-13T14:00:00Z,2019-12-13T13:30:00Z
0.66,0.57,0.79,1.01,0.31,6.75,15.32,7.44,13.03,14.57,15,247.9,70.19,239.94,0.95,17.442,0.12,339.5,0,2019-12-13T14:32:01Z,2019-12-13T15:00:00Z,2019-12-13T14:30:00Z
0.5,0.39,0.58,0.78,0.21,6.04,15.41,5.59,9.77,13.83,14,300.81,72.63,297.72,0.8,17.606,0.1,329.9,0,2019-12-13T15:32:01Z,2019-12-13T16:00:00Z,2019-12-13T15:30:00Z
0.47,0.41,0.53,0.67,0.25,5.27,15.31,6.44,10.92,13.3,16,284.81,68.54,272.96,0.82,17.94,0.08,311.2,0,2019-12-13T16:32:01Z,2019-12-13T17:00:00Z,2019-12-13T16:30:00Z
0.68,0.59,0.79,1.02,0.34,5.88,15.38,7.18,12.31,14.92,14,263.49,72.3,263.32,0.93,18.288,0.13,88,0,2019-12-13T17:32:01Z,2019-12-13T18:00:00Z,2019-12-13T17:30:00Z
0.77,0.68,0.87,1.01,0.41,5.97,15.37,7.47,12.6,14.07,14.5,264.43,67.8,256.96,0.88,18.48,0.15,127.3,0,2019-12-13T18:32:01Z,2019-12-13T19:00:00Z,2019-12-13T18:30:00Z
0.81,0.72,0.94,1.08,0.4,5.33,14.64,6.36,11.39,13.5,12.5,259.5,64.94,250.7,0.88,18.432,0.04,197.6,0,2019-12-13T19:32:01Z,2019-12-13T20:00:00Z,2019-12-13T19:30:00Z
0.74,0.6,0.87,1.11,0.35,5.05,15.26,5.82,10.07,13.47,13.5,227.29,62.78,225.65,0.9,18.178,0.06,281.2,0,2019-12-13T20:32:01Z,2019-12-13T21:00:00Z,2019-12-13T20:30:00Z
0.68,0.54,0.76,0.97,0.3,4.83,14.76,5.04,8.75,11.39,13,253.72,71.43,240.3,0.85,17.984,0.04,244.8,0,2019-12-13T21:32:01Z,2019-12-13T22:00:00Z,2019-12-13T21:30:00Z
0.63,0.52,0.71,0.85,0.3,4.81,14.31,5.13,8.62,12.02,12.5,217.91,71.07,202.41,0.79,17.825,0.03,271.2,0,2019-12-13T22:32:01Z,2019-12-13T23:00:00Z,2019-12-13T22:30:00Z
0.63,0.54,0.69,1.12,0.33,5.15,15.05,5.48,8.44,9.83,8.5,224.29,70.53,195.16,0.82,17.639,0.08,261.3,0,2019-12-13T23:32:01Z,2019-12-14T00:00:00Z,2019-12-13T23:30:00Z
0.71,0.61,0.78,1.1,0.35,5.87,15.09,6.13,10.27,12.75,15,221.18,70.12,219.37,0.89,17.515,0.36,294.9,0,2019-12-14T00:32:01Z,2019-12-14T01:00:00Z,2019-12-14T00:30:00Z
0.75,0.7,0.91,1.25,0.39,6.51,15.02,7.97,13.84,14.66,15,282.26,72.88,281.55,0.92,17.415,0.08,300.9,0,2019-12-14T01:32:01Z,2019-12-14T02:00:00Z,2019-12-14T01:30:00Z
1.05,0.92,1.19,1.29,0.51,6.87,15.43,7.03,12.33,14.6,13,279.4,68.11,265.4,0.77,17.416,0.06,355.5,0,2019-12-14T02:32:01Z,2019-12-14T03:00:00Z,2019-12-14T02:30:00Z
0.62,0.53,0.68,0.83,0.31,5.09,15.17,5.32,8.8,10.47,12.5,303.2,75.98,247.64,0.59,17.607,0.17,300.3,0,2019-12-14T03:32:01Z,2019-12-14T04:00:00Z,2019-12-14T03:30:00Z
0.62,0.54,0.69,0.89,0.33,4.45,15.35,5.25,8.23,10.05,12,250.87,74.06,228.81,0.79,18.002,0.06,326.8,0,2019-12-14T04:32:01Z,2019-12-14T05:00:00Z,2019-12-14T04:30:00Z
0.7,0.62,0.82,1.03,0.36,4.86,14.51,5.4,8.8,9.88,8,239.04,71.9,209.49,0.83,18.392,0.1,99.4,0,2019-12-14T05:32:01Z,2019-12-14T06:00:00Z,2019-12-14T05:30:00Z
0.88,0.79,0.99,1.26,0.48,5.73,15.08,6.54,10.25,12.06,8,242.35,64.18,220.82,0.79,18.695,0.14,107,0,2019-12-14T06:32:01Z,2019-12-14T07:00:00Z,2019-12-14T06:30:00Z
0.92,0.81,1.08,1.52,0.46,4.63,14.31,5.22,9.05,11.26,12,214.74,61.31,215.08,0.87,18.73,0.06,194,0,2019-12-14T07:32:01Z,2019-12-14T08:00:00Z,2019-12-14T07:30:00Z
0.79,0.67,0.86,1.26,0.39,4.31,14.26,5.09,8.79,10.75,14,218.06,67.3,202.73,0.84,18.511,0.05,128.6,0,2019-12-14T08:32:01Z,2019-12-14T09:00:00Z,2019-12-14T08:30:00Z
0.89,0.78,1.03,1.21,0.43,5.07,13.25,5.76,10.22,11.73,9.5,196.06,67.42,195.99,0.78,18.258,0.01,337.2,0,2019-12-14T09:32:01Z,2019-12-14T10:00:00Z,2019-12-14T09:30:00Z
0.91,0.79,1.02,1.5,0.45,4.99,11.76,5.53,9.07,10.77,11,165.52,47.57,173.11,0.85,18.126,0.03,244.8,0,2019-12-14T10:32:01Z,2019-12-14T11:00:00Z,2019-12-14T10:30:00Z
1.02,0.95,1.22,1.39,0.53,4.77,9.32,5.26,8.6,9.55,12.5,157.03,33.12,166.26,0.87,17.927,0.05,254.4,0,2019-12-14T11:32:01Z,2019-12-14T12:00:00Z,2019-12-14T11:30:00Z
0.95,0.87,1.12,1.53,0.51,4.58,8.3,5.16,7.92,8.84,7.5,173.72,37.09,179.63,0.87,17.662,0.26,283.6,0,2019-12-14T12:32:01Z,2019-12-14T13:00:00Z,2019-12-14T12:30:00Z
0.61,0.53,0.68,0.95,0.32,4.43,13.84,4.92,7.99,9.6,11.5,220.91,76.63,209.38,0.87,17.492,0.3,299.6,0,2019-12-14T13:32:01Z,2019-12-14T14:00:00Z,2019-12-14T13:30:00Z
1.04,0.98,1.26,1.57,0.55,5.64,9.22,6.06,9.27,9.59,9,174.61,39.26,192.75,0.88,17.44,0.18,324.6,0,2019-12-14T14:32:01Z,2019-12-14T15:00:00Z,2019-12-14T14:30:00Z
0.87,0.81,0.99,1.24,0.5,5.61,8.69,6.25,8.94,8.84,9.5,178.17,35.16,193.15,0.91,17.452,0.15,301.1,0,2019-12-14T15:32:01Z,2019-12-14T16:00:00Z,2019-12-14T15:30:00Z
0.89,0.82,1.02,1.43,0.49,5.31,9.41,5.62,8.3,8.94,9.5,168.93,43.97,182.47,0.89,17.681,0.07,308.1,0,2019-12-14T16:32:01Z,2019-12-14T17:00:00Z,2019-12-14T16:30:00Z
0.92,0.8,1.09,1.3,0.46,5.06,9.37,4.93,7.65,8.92,9.5,151.55,45.29,168.17,0.89,18.074,0.1,64.2,0,2019-12-14T17:32:01Z,2019-12-14T18:00:00Z,2019-12-14T17:30:00Z
0.98,0.9,1.12,1.42,0.56,5.31,9.24,5.82,8.37,9,11.5,165.2,35.27,169.53,0.95,18.371,0.25,106.2,0,2019-12-14T18:32:01Z,2019-12-14T19:00:00Z,2019-12-14T18:30:00Z
1,0.96,1.15,1.39,0.59,5.55,8.58,6.42,8.8,8.69,9,168.62,29.06,169.62,0.95,18.479,0.08,139.2,0,2019-12-14T19:32:01Z,2019-12-14T20:00:00Z,2019-12-14T19:30:00Z
0.81,0.74,1,1.35,0.42,5.12,10.19,5.67,9.13,10.29,9.5,170.58,45.11,171.91,0.87,18.291,0.08,130.5,0,2019-12-14T20:32:01Z,2019-12-14T21:00:00Z,2019-12-14T20:30:00Z
0.96,0.9,1.16,1.37,0.51,5.65,10.7,6.37,9.86,10.37,10,167.79,38.34,170.38,0.92,18.089,0.05,70.1,0,2019-12-14T21:32:01Z,2019-12-14T22:00:00Z,2019-12-14T21:30:00Z
0.9,0.82,1.05,1.38,0.49,6.47,10.77,7.23,10.27,10.71,10.5,166.43,39.48,168.47,0.92,17.892,0.02,215.6,0,2019-12-14T22:32:01Z,2019-12-14T23:00:00Z,2019-12-14T22:30:00Z
0.86,0.82,1,1.22,0.48,5.94,9.61,6.92,9.46,9.57,9.5,160.28,34.39,166.77,0.92,17.746,0.03,308.1,0,2019-12-14T23:32:01Z,2019-12-15T00:00:00Z,2019-12-14T23:30:00Z
1.3,1.26,1.53,1.8,0.78,6.58,9.23,7.43,9.04,8.84,8.5,162.29,30.15,161.56,0.98,17.607,0.1,254.9,0,2019-12-15T00:32:01Z,2019-12-15T01:00:00Z,2019-12-15T00:30:00Z
0.72,0.65,0.81,1.05,0.4,4.83,7.52,5.07,7.02,7.82,7,176.53,50.9,188.39,0.94,17.501,0.33,294,0,2019-12-15T01:32:01Z,2019-12-15T02:00:00Z,2019-12-15T01:30:00Z
0.55,0.47,0.62,0.83,0.28,4.45,14.61,5.01,7.89,9.47,7.5,267.55,74.58,206.84,0.77,17.481,0.1,323.6,0,2019-12-15T02:32:01Z,2019-12-15T03:00:00Z,2019-12-15T02:30:00Z
0.86,0.74,0.98,1.46,0.45,4.11,8.41,4.41,6.48,7.84,7,178.85,37.31,190.49,0.86,17.513,0.13,330,0,2019-12-15T03:32:01Z,2019-12-15T04:00:00Z,2019-12-15T03:30:00Z
0.78,0.67,0.84,1.12,0.42,3.56,7.6,3.95,5.85,6.73,7,179.35,44.17,182.38,0.86,17.703,0.15,303,0,2019-12-15T04:32:01Z,2019-12-15T05:00:00Z,2019-12-15T04:30:00Z
0.76,0.63,0.78,1,0.39,3.79,16.14,3.97,5.7,6.76,8.5,265.34,68.82,196.66,0.81,18.1,0.08,344.1,0,2019-12-15T05:32:01Z,2019-12-15T06:00:00Z,2019-12-15T05:30:00Z
0.85,0.7,0.9,1.18,0.45,4.22,15.93,4.73,7.16,9.38,9,243.94,70.25,192.58,0.76,18.459,0.15,96.4,0,2019-12-15T06:32:01Z,2019-12-15T07:00:00Z,2019-12-15T06:30:00Z
1.07,0.96,1.2,1.6,0.58,5.22,7.33,5.42,7.73,8.63,9,151.89,27.67,173.88,0.81,18.674,0.14,119.8,0,2019-12-15T07:32:01Z,2019-12-15T08:00:00Z,2019-12-15T07:30:00Z
0.92,0.82,1.05,1.51,0.49,5.1,8.38,5.64,8.69,9.38,8,153.75,35.31,174.47,0.85,18.57,0.13,129.5,0,2019-12-15T08:32:01Z,2019-12-15T09:00:00Z,2019-12-15T08:30:00Z
0.89,0.76,0.97,1.44,0.44,5.36,9.1,5.61,9,8.94,9,163.63,38.27,183.32,0.85,18.347,0.04,223.7,0,2019-12-15T09:32:01Z,2019-12-15T10:00:00Z,2019-12-15T09:30:00Z
0.78,0.7,0.92,1.01,0.39,5.14,8.52,5.54,9.04,10,9,155.78,36.12,178.97,0.85,18.174,0.01,257.8,0,2019-12-15T10:32:01Z,2019-12-15T11:00:00Z,2019-12-15T10:30:00Z
0.74,0.66,0.85,1.12,0.38,5.29,8.97,5.66,8.54,9.55,10.5,160.69,42.84,175.57,0.78,17.981,0.02,50.2,0,2019-12-15T11:32:01Z,2019-12-15T12:00:00Z,2019-12-15T11:30:00Z
0.88,0.81,0.99,1.17,0.5,5.73,7.6,6.31,8.15,8.12,9,155.84,32.21,169.91,0.87,17.787,0.08,246.2,0,2019-12-15T12:32:01Z,2019-12-15T13:00:00Z,2019-12-15T12:30:00Z
0.7,0.65,0.85,1.24,0.4,5.02,7.19,5.4,6.96,7.11,6.5,173.86,42.93,181.59,0.93,17.581,0.31,288.5,0,2019-12-15T13:32:01Z,2019-12-15T14:00:00Z,2019-12-15T13:30:00Z
0.51,0.43,0.58,0.74,0.25,5.35,15.24,5.61,9.38,12.79,13.5,257.61,69.48,257.34,0.87,17.498,0.16,312.2,0,2019-12-15T14:32:01Z,2019-12-15T15:00:00Z,2019-12-15T14:30:00Z
0.63,0.53,0.71,0.91,0.3,5.74,15.26,5.84,9.28,11.79,14.5,281.57,70.75,243.38,0.71,17.476,0.15,329.6,0,2019-12-15T15:32:01Z,2019-12-15T16:00:00Z,2019-12-15T15:30:00Z
0.61,0.5,0.63,0.81,0.31,4.4,15.42,4.75,7.51,9.33,13,236.81,77.3,206.4,0.83,17.488,0.09,339,0,2019-12-15T16:32:01Z,2019-12-15T17:00:00Z,2019-12-15T16:30:00Z
0.44,0.39,0.48,0.66,0.24,3.73,14.65,4.58,7.02,8.02,3.5,205.68,78.89,200.97,0.72,17.812,0.05,325.8,0,2019-12-15T17:32:01Z,2019-12-15T18:00:00Z,2019-12-15T17:30:00Z
0.4,0.35,0.45,0.63,0.21,3.74,14.98,4.24,6.5,8.32,8,183.44,78.63,206.26,0.49,18.128,0.09,93.3,0,2019-12-15T18:32:01Z,2019-12-15T19:00:00Z,2019-12-15T18:30:00Z
0.46,0.39,0.52,0.72,0.23,4.03,15.31,4.27,6.86,8.93,15.5,228.04,71.49,199,0.74,18.416,0.13,109.1,0,2019-12-15T19:32:01Z,2019-12-15T20:00:00Z,2019-12-15T19:30:00Z
0.63,0.53,0.7,0.93,0.31,4.72,13.07,5.29,8.64,10.94,11.5,274.3,66.78,234.33,0.66,18.44,0.06,183.6,0,2019-12-15T20:32:01Z,2019-12-15T21:00:00Z,2019-12-15T20:30:00Z
0.43,0.36,0.49,0.7,0.21,4.08,13.25,4.84,8.18,10.26,11,225.08,75.17,202.56,0.74,18.252,0.01,146.8,0,2019-12-15T21:32:01Z,2019-12-15T22:00:00Z,2019-12-15T21:30:00Z
0.45,0.4,0.54,0.69,0.22,4.01,13.14,4.76,8.72,11.35,11.5,226.35,70.95,207.72,0.82,18.04,0.02,233.1,0,2019-12-15T22:32:01Z,2019-12-15T23:00:00Z,2019-12-15T22:30:00Z
0.43,0.35,0.48,0.57,0.2,4.28,14.01,4.75,8,10.26,12,234.7,64.83,206.23,0.73,17.907,0.03,246.9,0,2019-12-15T23:32:01Z,2019-12-16T00:00:00Z,2019-12-15T23:30:00Z
0.45,0.38,0.49,0.71,0.22,4.94,14.46,5.43,8.96,9.66,10,178.81,63.2,171.63,0.9,17.799,0.01,284.3,0,2019-12-16T00:32:01Z,2019-12-16T01:00:00Z,2019-12-16T00:30:00Z
0.54,0.48,0.64,0.82,0.29,4.93,6.84,5.19,7.4,7.63,7.5,161.5,43.29,183.56,0.73,17.634,0.16,274.6,0,2019-12-16T01:32:01Z,2019-12-16T02:00:00Z,2019-12-16T01:30:00Z
0.55,0.49,0.61,0.8,0.31,5.29,15.26,5.75,8.11,9.14,16,245.96,75.16,205.25,0.84,17.56,0.31,293.7,0,2019-12-16T02:32:01Z,2019-12-16T03:00:00Z,2019-12-16T02:30:00Z
0.47,0.41,0.56,0.69,0.23,5.8,14.51,5.9,9.61,12.58,14.5,246.49,68.61,234.46,0.84,17.58,0.17,300.9,0,2019-12-16T03:32:01Z,2019-12-16T04:00:00Z,2019-12-16T03:30:00Z
