Hs,Tp,Dp,Tz,T01,T-1,Dm,S0,HsSwell,TpSwell,DpSwell,HsSea,TpSea,DpSea,H13,T13,H10,T10,Hmax,Tmax,datetime,hourly,tenmin
0.818,8.5,261,5.2,6,7.6,261,1.04,0.506,8.5,261,0.586,6.1,258,0.821,8,1.038,8.1,1.284,6.5,2020-01-05T02:05:00Z,2020-01-05T02:00:00Z,2020-01-05T02:00:00Z
0.818,8.5,261,5.2,6,7.6,261,1.04,0.506,8.5,261,0.586,6.1,258,0.821,8,1.038,8.1,1.284,6.5,2020-01-05T02:10:00Z,2020-01-05T02:00:00Z,2020-01-05T02:10:00Z
0.818,8.5,261,5.2,6,7.6,261,1.04,0.506,8.5,261,0.586,6.1,258,0.821,8,1.038,8.1,1.284,6.5,2020-01-05T02:15:00Z,2020-01-05T02:00:00Z,2020-01-05T02:10:00Z
0.82,14.2,262,6.6,7.9,11,270,1.01,0.635,14.2,262,0.492,4.7,190,0.819,11.2,0.979,11.8,1.15,12.5,2019-12-14T15:00:00Z,2019-12-14T15:00:00Z,2019-12-14T15:00:00Z
0.82,14.2,262,6.6,7.9,11,270,1.01,0.635,14.2,262,0.492,4.7,190,0.819,11.2,0.979,11.8,1.15,12.5,2019-12-14T15:05:00Z,2019-12-14T15:00:00Z,2019-12-14T15:00:00Z
0.82,14.2,262,6.6,7.9,11,270,1.01,0.635,14.2,262,0.492,4.7,190,0.819,11.2,0.979,11.8,1.15,12.5,2019-12-14T15:10:00Z,2019-12-14T15:00:00Z,2019-12-14T15:10:00Z
0.82,14.2,262,6.6,7.9,11,270,1.01,0.635,14.2,262,0.492,4.7,190,0.819,11.2,0.979,11.8,1.15,12.5,2019-12-14T15:15:00Z,2019-12-14T15:00:00Z,2019-12-14T15:10:00Z
0.821,14.2,275,7.8,9.6,12.4,273,1.08,0.718,14.2,275,0.367,6.7,267,0.848,12.1,1.037,12.4,1.301,12.5,2019-12-12T12:00:00Z,2019-12-12T12:00:00Z,2019-12-12T12:00:00Z
0.821,14.2,275,7.8,9.6,12.4,273,1.08,0.718,14.2,275,0.367,6.7,267,0.848,12.1,1.037,12.4,1.301,12.5,2019-12-12T12:05:00Z,2019-12-12T12:00:00Z,2019-12-12T12:00:00Z
0.821,14.2,275,7.8,9.6,12.4,273,1.08,0.718,14.2,275,0.367,6.7,267,0.848,12.1,1.037,12.4,1.301,12.5,2019-12-12T12:10:00Z,2019-12-12T12:00:00Z,2019-12-12T12:10:00Z
0.821,14.2,275,7.8,9.6,12.4,273,1.08,0.718,14.2,275,0.367,6.7,267,0.848,12.1,1.037,12.4,1.301,12.5,2019-12-12T12:15:00Z,2019-12-12T12:00:00Z,2019-12-12T12:10:00Z
0.822,14.2,296,11.4,12.5,14.1,252,1.04,0.776,14.2,296,0.216,6.7,220,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-15T09:00:00Z,2020-01-15T09:00:00Z,2020-01-15T09:00:00Z
0.822,14.2,296,11.4,12.5,14.1,252,1.04,0.776,14.2,296,0.216,6.7,220,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-15T09:05:00Z,2020-01-15T09:00:00Z,2020-01-15T09:00:00Z
0.822,14.2,296,11.4,12.5,14.1,252,1.04,0.776,14.2,296,0.216,6.7,220,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-15T09:10:00Z,2020-01-15T09:00:00Z,2020-01-15T09:10:00Z
0.822,14.2,296,11.4,12.5,14.1,252,1.04,0.776,14.2,296,0.216,6.7,220,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-15T09:15:00Z,2020-01-15T09:00:00Z,2020-01-15T09:10:00Z
0.823,11.6,278,4.1,4.8,7.1,266,1.05,0.503,11.6,278,0.63,6.7,183,0.839,6.8,1.014,8.3,1.211,11,2019-12-27T16:00:00Z,2019-12-27T16:00:00Z,2019-12-27T16:00:00Z
0.823,11.6,278,4.1,4.8,7.1,266,1.05,0.503,11.6,278,0.63,6.7,183,0.839,6.8,1.014,8.3,1.211,11,2019-12-27T16:05:00Z,2019-12-27T16:00:00Z,2019-12-27T16:00:00Z
0.823,11.6,278,4.1,4.8,7.1,266,1.05,0.503,11.6,278,0.63,6.7,183,0.839,6.8,1.014,8.3,1.211,11,2019-12-27T16:10:00Z,2019-12-27T16:00:00Z,2019-12-27T16:10:00Z
0.823,11.6,278,4.1,4.8,7.1,266,1.05,0.503,11.6,278,0.63,6.7,183,0.839,6.8,1.014,8.3,1.211,11,2019-12-27T16:15:00Z,2019-12-27T16:00:00Z,2019-12-27T16:10:00Z
0.824,8.5,171,6.9,7.6,8.5,170,1.02,0.553,8.5,183,0.508,6.7,171,0.873,8.1,1.068,8.3,1.371,7.5,2019-12-08T07:00:00Z,2019-12-08T07:00:00Z,2019-12-08T07:00:00Z
0.824,8.5,171,6.9,7.6,8.5,170,1.02,0.553,8.5,183,0.508,6.7,171,0.873,8.1,1.068,8.3,1.371,7.5,2019-12-08T07:05:00Z,2019-12-08T07:00:00Z,2019-12-08T07:00:00Z
0.824,8.5,171,6.9,7.6,8.5,170,1.02,0.553,8.5,183,0.508,6.7,171,0.873,8.1,1.068,8.3,1.371,7.5,2019-12-08T07:10:00Z,2019-12-08T07:00:00Z,2019-12-08T07:10:00Z
0.824,8.5,171,6.9,7.6,8.5,170,1.02,0.553,8.5,183,0.508,6.7,171,0.873,8.1,1.068,8.3,1.371,7.5,2019-12-08T07:15:00Z,2019-12-08T07:00:00Z,2019-12-08T07:10:00Z
0.826,14.2,278,4.8,6,8.8,282,1.09,0.574,14.2,293,0.551,6.1,290,0.784,8.5,0.963,9.9,1.193,12.5,2019-12-29T17:00:00Z,2019-12-29T17:00:00Z,2019-12-29T17:00:00Z
0.826,14.2,278,4.8,6,8.8,282,1.09,0.574,14.2,293,0.551,6.1,290,0.784,8.5,0.963,9.9,1.193,12.5,2019-12-29T17:05:00Z,2019-12-29T17:00:00Z,2019-12-29T17:00:00Z
0.826,14.2,278,4.8,6,8.8,282,1.09,0.574,14.2,293,0.551,6.1,290,0.784,8.5,0.963,9.9,1.193,12.5,2019-12-29T17:10:00Z,2019-12-29T17:00:00Z,2019-12-29T17:10:00Z
0.826,14.2,278,4.8,6,8.8,282,1.09,0.574,14.2,293,0.551,6.1,290,0.784,8.5,0.963,9.9,1.193,12.5,2019-12-29T17:15:00Z,2019-12-29T17:00:00Z,2019-12-29T17:10:00Z
0.827,8.5,178,4.2,4.9,6.9,252,1.03,0.512,8.5,178,0.625,3.5,48,0.773,6.8,0.943,7.6,1.657,7,2019-12-27T13:00:00Z,2019-12-27T13:00:00Z,2019-12-27T13:00:00Z
0.827,8.5,178,4.2,4.9,6.9,252,1.03,0.512,8.5,178,0.625,3.5,48,0.773,6.8,0.943,7.6,1.657,7,2019-12-27T13:05:00Z,2019-12-27T13:00:00Z,2019-12-27T13:00:00Z
0.827,8.5,178,4.2,4.9,6.9,252,1.03,0.512,8.5,178,0.625,3.5,48,0.773,6.8,0.943,7.6,1.657,7,2019-12-27T13:10:00Z,2019-12-27T13:00:00Z,2019-12-27T13:10:00Z
0.827,8.5,178,4.2,4.9,6.9,252,1.03,0.512,8.5,178,0.625,3.5,48,0.773,6.8,0.943,7.6,1.657,7,2019-12-27T13:15:00Z,2019-12-27T13:00:00Z,2019-12-27T13:10:00Z
0.828,14.2,263,7.4,9.5,13.3,269,1.07,0.711,14.2,263,0.404,5.6,181,1.011,14.2,1.264,15,1.562,14.5,2019-12-09T15:00:00Z,2019-12-09T15:00:00Z,2019-12-09T15:00:00Z
0.828,14.2,263,7.4,9.5,13.3,269,1.07,0.711,14.2,263,0.404,5.6,181,1.011,14.2,1.264,15,1.562,14.5,2019-12-09T15:05:00Z,2019-12-09T15:00:00Z,2019-12-09T15:00:00Z
0.828,14.2,263,7.4,9.5,13.3,269,1.07,0.711,14.2,263,0.404,5.6,181,1.011,14.2,1.264,15,1.562,14.5,2019-12-09T15:10:00Z,2019-12-09T15:00:00Z,2019-12-09T15:10:00Z
0.828,14.2,263,7.4,9.5,13.3,269,1.07,0.711,14.2,263,0.404,5.6,181,1.011,14.2,1.264,15,1.562,14.5,2019-12-09T15:15:00Z,2019-12-09T15:00:00Z,2019-12-09T15:10:00Z
0.828,14.2,229,7.2,9,12.3,251,1.09,0.688,14.2,229,0.427,6.1,301,0.828,12.5,1.084,13.9,1.408,15,2020-01-10T01:00:00Z,2020-01-10T01:00:00Z,2020-01-10T01:00:00Z
0.828,14.2,229,7.2,9,12.3,251,1.09,0.688,14.2,229,0.427,6.1,301,0.828,12.5,1.084,13.9,1.408,15,2020-01-10T01:05:00Z,2020-01-10T01:00:00Z,2020-01-10T01:00:00Z
0.828,14.2,229,7.2,9,12.3,251,1.09,0.688,14.2,229,0.427,6.1,301,0.828,12.5,1.084,13.9,1.408,15,2020-01-10T01:10:00Z,2020-01-10T01:00:00Z,2020-01-10T01:10:00Z
0.828,14.2,229,7.2,9,12.3,251,1.09,0.688,14.2,229,0.427,6.1,301,0.828,12.5,1.084,13.9,1.408,15,2020-01-10T01:15:00Z,2020-01-10T01:00:00Z,2020-01-10T01:10:00Z
0.829,7.5,179,4.9,5.4,6.3,179,1,0.249,8.5,207,0.694,6.7,177,0.823,6.3,1.006,6.2,1.334,7,2019-12-08T00:00:00Z,2019-12-08T00:00:00Z,2019-12-08T00:00:00Z
0.829,7.5,179,4.9,5.4,6.3,179,1,0.249,8.5,207,0.694,6.7,177,0.823,6.3,1.006,6.2,1.334,7,2019-12-08T00:05:00Z,2019-12-08T00:00:00Z,2019-12-08T00:00:00Z
0.829,7.5,179,4.9,5.4,6.3,179,1,0.249,8.5,207,0.694,6.7,177,0.823,6.3,1.006,6.2,1.334,7,2019-12-08T00:10:00Z,2019-12-08T00:00:00Z,2019-12-08T00:10:00Z
0.829,7.5,179,4.9,5.4,6.3,179,1,0.249,8.5,207,0.694,6.7,177,0.823,6.3,1.006,6.2,1.334,7,2019-12-08T00:15:00Z,2019-12-08T00:00:00Z,2019-12-08T00:10:00Z
0.829,14.2,278,10.3,13.1,15.8,273,1.1,0.795,14.2,278,0.225,5.1,174,0.761,14.9,0.941,14.8,1.141,16.5,2019-12-13T14:00:00Z,2019-12-13T14:00:00Z,2019-12-13T14:00:00Z
0.829,14.2,278,10.3,13.1,15.8,273,1.1,0.795,14.2,278,0.225,5.1,174,0.761,14.9,0.941,14.8,1.141,16.5,2019-12-13T14:05:00Z,2019-12-13T14:00:00Z,2019-12-13T14:00:00Z
0.829,14.2,278,10.3,13.1,15.8,273,1.1,0.795,14.2,278,0.225,5.1,174,0.761,14.9,0.941,14.8,1.141,16.5,2019-12-13T14:10:00Z,2019-12-13T14:00:00Z,2019-12-13T14:10:00Z
0.829,14.2,278,10.3,13.1,15.8,273,1.1,0.795,14.2,278,0.225,5.1,174,0.761,14.9,0.941,14.8,1.141,16.5,2019-12-13T14:15:00Z,2019-12-13T14:00:00Z,2019-12-13T14:10:00Z
0.829,9.8,174,5.8,7.1,10.6,197,0.97,0.633,9.8,318,0.502,6.1,176,0.822,10.5,1.006,11.5,1.317,16,2019-12-15T03:00:00Z,2019-12-15T03:00:00Z,2019-12-15T03:00:00Z
0.829,9.8,174,5.8,7.1,10.6,197,0.97,0.633,9.8,318,0.502,6.1,176,0.822,10.5,1.006,11.5,1.317,16,2019-12-15T03:05:00Z,2019-12-15T03:00:00Z,2019-12-15T03:00:00Z
0.829,9.8,174,5.8,7.1,10.6,197,0.97,0.633,9.8,318,0.502,6.1,176,0.822,10.5,1.006,11.5,1.317,16,2019-12-15T03:10:00Z,2019-12-15T03:00:00Z,2019-12-15T03:10:00Z
0.829,9.8,174,5.8,7.1,10.6,197,0.97,0.633,9.8,318,0.502,6.1,176,0.822,10.5,1.006,11.5,1.317,16,2019-12-15T03:15:00Z,2019-12-15T03:00:00Z,2019-12-15T03:10:00Z
0.829,9.8,246,5.8,6.8,8.5,251,1.09,0.587,9.8,246,0.499,5.1,167,0.825,8.9,1.028,9.4,1.531,6.5,2019-12-28T00:00:00Z,2019-12-28T00:00:00Z,2019-12-28T00:00:00Z
0.829,9.8,246,5.8,6.8,8.5,251,1.09,0.587,9.8,246,0.499,5.1,167,0.825,8.9,1.028,9.4,1.531,6.5,2019-12-28T00:05:00Z,2019-12-28T00:00:00Z,2019-12-28T00:00:00Z
0.829,9.8,246,5.8,6.8,8.5,251,1.09,0.587,9.8,246,0.499,5.1,167,0.825,8.9,1.028,9.4,1.531,6.5,2019-12-28T00:10:00Z,2019-12-28T00:00:00Z,2019-12-28T00:10:00Z
0.829,9.8,246,5.8,6.8,8.5,251,1.09,0.587,9.8,246,0.499,5.1,167,0.825,8.9,1.028,9.4,1.531,6.5,2019-12-28T00:15:00Z,2019-12-28T00:00:00Z,2019-12-28T00:10:00Z
0.829,14.2,289,6.9,8.8,11.9,255,1.11,0.694,14.2,289,0.426,6.1,301,0.82,11.5,1.049,13,1.396,12.5,2020-01-05T22:00:00Z,2020-01-05T22:00:00Z,2020-01-05T22:00:00Z
0.829,14.2,289,6.9,8.8,11.9,255,1.11,0.694,14.2,289,0.426,6.1,301,0.82,11.5,1.049,13,1.396,12.5,2020-01-05T22:05:00Z,2020-01-05T22:00:00Z,2020-01-05T22:00:00Z
0.829,14.2,289,6.9,8.8,11.9,255,1.11,0.694,14.2,289,0.426,6.1,301,0.82,11.5,1.049,13,1.396,12.5,2020-01-05T22:10:00Z,2020-01-05T22:00:00Z,2020-01-05T22:10:00Z
0.829,14.2,289,6.9,8.8,11.9,255,1.11,0.694,14.2,289,0.426,6.1,301,0.82,11.5,1.049,13,1.396,12.5,2020-01-05T22:15:00Z,2020-01-05T22:00:00Z,2020-01-05T22:10:00Z
0.829,14.2,249,7.6,9.6,12.8,245,1.08,0.732,14.2,249,0.342,6.7,253,0.838,13,1.051,12.2,1.4,10.5,2020-01-10T09:00:00Z,2020-01-10T09:00:00Z,2020-01-10T09:00:00Z
0.829,14.2,249,7.6,9.6,12.8,245,1.08,0.732,14.2,249,0.342,6.7,253,0.838,13,1.051,12.2,1.4,10.5,2020-01-10T09:05:00Z,2020-01-10T09:00:00Z,2020-01-10T09:00:00Z
0.829,14.2,249,7.6,9.6,12.8,245,1.08,0.732,14.2,249,0.342,6.7,253,0.838,13,1.051,12.2,1.4,10.5,2020-01-10T09:10:00Z,2020-01-10T09:00:00Z,2020-01-10T09:10:00Z
0.829,14.2,249,7.6,9.6,12.8,245,1.08,0.732,14.2,249,0.342,6.7,253,0.838,13,1.051,12.2,1.4,10.5,2020-01-10T09:15:00Z,2020-01-10T09:00:00Z,2020-01-10T09:10:00Z
0.83,9.8,154,7.6,8.4,9.2,154,1.03,0.694,9.8,154,0.299,6.7,146,0.835,8.8,0.99,8.5,1.194,8,2019-12-19T14:00:00Z,2019-12-19T14:00:00Z,2019-12-19T14:00:00Z
0.83,9.8,154,7.6,8.4,9.2,154,1.03,0.694,9.8,154,0.299,6.7,146,0.835,8.8,0.99,8.5,1.194,8,2019-12-19T14:05:00Z,2019-12-19T14:00:00Z,2019-12-19T14:00:00Z
0.83,9.8,154,7.6,8.4,9.2,154,1.03,0.694,9.8,154,0.299,6.7,146,0.835,8.8,0.99,8.5,1.194,8,2019-12-19T14:10:00Z,2019-12-19T14:00:00Z,2019-12-19T14:10:00Z
0.83,9.8,154,7.6,8.4,9.2,154,1.03,0.694,9.8,154,0.299,6.7,146,0.835,8.8,0.99,8.5,1.194,8,2019-12-19T14:15:00Z,2019-12-19T14:00:00Z,2019-12-19T14:10:00Z
0.83,14.2,257,7.3,9,11.7,282,1.1,0.72,14.2,257,0.384,6.1,313,0.872,12.2,1.105,12.6,1.309,13.5,2020-01-05T11:00:00Z,2020-01-05T11:00:00Z,2020-01-05T11:00:00Z
0.83,14.2,257,7.3,9,11.7,282,1.1,0.72,14.2,257,0.384,6.1,313,0.872,12.2,1.105,12.6,1.309,13.5,2020-01-05T11:05:00Z,2020-01-05T11:00:00Z,2020-01-05T11:00:00Z
0.83,14.2,257,7.3,9,11.7,282,1.1,0.72,14.2,257,0.384,6.1,313,0.872,12.2,1.105,12.6,1.309,13.5,2020-01-05T11:10:00Z,2020-01-05T11:00:00Z,2020-01-05T11:10:00Z
0.83,14.2,257,7.3,9,11.7,282,1.1,0.72,14.2,257,0.384,6.1,313,0.872,12.2,1.105,12.6,1.309,13.5,2020-01-05T11:15:00Z,2020-01-05T11:00:00Z,2020-01-05T11:10:00Z
0.831,14.2,263,7.3,9.1,12.1,259,1.05,0.726,14.2,263,0.391,4.4,279,0.837,11.8,1.088,12.9,1.504,11.5,2019-12-06T02:00:00Z,2019-12-06T02:00:00Z,2019-12-06T02:00:00Z
0.831,14.2,263,7.3,9.1,12.1,259,1.05,0.726,14.2,263,0.391,4.4,279,0.837,11.8,1.088,12.9,1.504,11.5,2019-12-06T02:05:00Z,2019-12-06T02:00:00Z,2019-12-06T02:00:00Z
0.831,14.2,263,7.3,9.1,12.1,259,1.05,0.726,14.2,263,0.391,4.4,279,0.837,11.8,1.088,12.9,1.504,11.5,2019-12-06T02:10:00Z,2019-12-06T02:00:00Z,2019-12-06T02:10:00Z
0.831,14.2,263,7.3,9.1,12.1,259,1.05,0.726,14.2,263,0.391,4.4,279,0.837,11.8,1.088,12.9,1.504,11.5,2019-12-06T02:15:00Z,2019-12-06T02:00:00Z,2019-12-06T02:10:00Z
0.831,9.8,266,4.4,5.2,7.4,251,1.04,0.525,9.8,266,0.627,6.7,254,0.847,8.5,1.025,8.8,1.253,4,2019-12-29T21:00:00Z,2019-12-29T21:00:00Z,2019-12-29T21:00:00Z
0.831,9.8,266,4.4,5.2,7.4,251,1.04,0.525,9.8,266,0.627,6.7,254,0.847,8.5,1.025,8.8,1.253,4,2019-12-29T21:05:00Z,2019-12-29T21:00:00Z,2019-12-29T21:00:00Z
0.831,9.8,266,4.4,5.2,7.4,251,1.04,0.525,9.8,266,0.627,6.7,254,0.847,8.5,1.025,8.8,1.253,4,2019-12-29T21:10:00Z,2019-12-29T21:00:00Z,2019-12-29T21:10:00Z
0.831,9.8,266,4.4,5.2,7.4,251,1.04,0.525,9.8,266,0.627,6.7,254,0.847,8.5,1.025,8.8,1.253,4,2019-12-29T21:15:00Z,2019-12-29T21:00:00Z,2019-12-29T21:10:00Z
0.831,3.9,166,4,4.5,6.2,148,0.97,0.366,14.2,259,0.729,3.9,166,0.765,5.3,0.935,5.2,1.308,5.5,2020-01-04T19:00:00Z,2020-01-04T19:00:00Z,2020-01-04T19:00:00Z
0.831,3.9,166,4,4.5,6.2,148,0.97,0.366,14.2,259,0.729,3.9,166,0.765,5.3,0.935,5.2,1.308,5.5,2020-01-04T19:05:00Z,2020-01-04T19:00:00Z,2020-01-04T19:00:00Z
0.831,3.9,166,4,4.5,6.2,148,0.97,0.366,14.2,259,0.729,3.9,166,0.765,5.3,0.935,5.2,1.308,5.5,2020-01-04T19:10:00Z,2020-01-04T19:00:00Z,2020-01-04T19:10:00Z
0.831,3.9,166,4,4.5,6.2,148,0.97,0.366,14.2,259,0.729,3.9,166,0.765,5.3,0.935,5.2,1.308,5.5,2020-01-04T19:15:00Z,2020-01-04T19:00:00Z,2020-01-04T19:10:00Z
0.833,9.8,260,5.1,6.2,8.5,267,1.08,0.615,9.8,260,0.505,6.1,256,0.794,8.3,1.025,8.8,1.349,8.5,2019-12-03T04:00:00Z,2019-12-03T04:00:00Z,2019-12-03T04:00:00Z
0.833,9.8,260,5.1,6.2,8.5,267,1.08,0.615,9.8,260,0.505,6.1,256,0.794,8.3,1.025,8.8,1.349,8.5,2019-12-03T04:05:00Z,2019-12-03T04:00:00Z,2019-12-03T04:00:00Z
0.833,9.8,260,5.1,6.2,8.5,267,1.08,0.615,9.8,260,0.505,6.1,256,0.794,8.3,1.025,8.8,1.349,8.5,2019-12-03T04:10:00Z,2019-12-03T04:00:00Z,2019-12-03T04:10:00Z
0.833,9.8,260,5.1,6.2,8.5,267,1.08,0.615,9.8,260,0.505,6.1,256,0.794,8.3,1.025,8.8,1.349,8.5,2019-12-03T04:15:00Z,2019-12-03T04:00:00Z,2019-12-03T04:10:00Z
0.833,14.2,332,4.6,5.5,8.3,298,1.06,0.508,14.2,332,0.645,5.1,291,0.784,7,0.93,7.6,1.21,11,2019-12-04T22:00:00Z,2019-12-04T22:00:00Z,2019-12-04T22:00:00Z
0.833,14.2,332,4.6,5.5,8.3,298,1.06,0.508,14.2,332,0.645,5.1,291,0.784,7,0.93,7.6,1.21,11,2019-12-04T22:05:00Z,2019-12-04T22:00:00Z,2019-12-04T22:00:00Z
0.833,14.2,332,4.6,5.5,8.3,298,1.06,0.508,14.2,332,0.645,5.1,291,0.784,7,0.93,7.6,1.21,11,2019-12-04T22:10:00Z,2019-12-04T22:00:00Z,2019-12-04T22:10:00Z
0.833,14.2,332,4.6,5.5,8.3,298,1.06,0.508,14.2,332,0.645,5.1,291,0.784,7,0.93,7.6,1.21,11,2019-12-04T22:15:00Z,2019-12-04T22:00:00Z,2019-12-04T22:10:00Z
0.833,14.2,308,12.4,13.4,14.3,262,0.99,0.814,14.2,308,0.149,6.7,264,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-15T16:00:00Z,2020-01-15T16:00:00Z,2020-01-15T16:00:00Z
0.833,14.2,308,12.4,13.4,14.3,262,0.99,0.814,14.2,308,0.149,6.7,264,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-15T16:05:00Z,2020-01-15T16:00:00Z,2020-01-15T16:00:00Z
0.833,14.2,308,12.4,13.4,14.3,262,0.99,0.814,14.2,308,0.149,6.7,264,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-15T16:10:00Z,2020-01-15T16:00:00Z,2020-01-15T16:10:00Z
0.833,14.2,308,12.4,13.4,14.3,262,0.99,0.814,14.2,308,0.149,6.7,264,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-15T16:15:00Z,2020-01-15T16:00:00Z,2020-01-15T16:10:00Z
0.834,8.5,151,4.8,5.3,6.5,172,1.01,0.397,8.5,243,0.688,4.4,151,0.765,6.1,0.928,5.9,1.326,6.5,2019-12-27T07:00:00Z,2019-12-27T07:00:00Z,2019-12-27T07:00:00Z
0.834,8.5,151,4.8,5.3,6.5,172,1.01,0.397,8.5,243,0.688,4.4,151,0.765,6.1,0.928,5.9,1.326,6.5,2019-12-27T07:05:00Z,2019-12-27T07:00:00Z,2019-12-27T07:00:00Z
0.834,8.5,151,4.8,5.3,6.5,172,1.01,0.397,8.5,243,0.688,4.4,151,0.765,6.1,0.928,5.9,1.326,6.5,2019-12-27T07:10:00Z,2019-12-27T07:00:00Z,2019-12-27T07:10:00Z
0.834,8.5,151,4.8,5.3,6.5,172,1.01,0.397,8.5,243,0.688,4.4,151,0.765,6.1,0.928,5.9,1.326,6.5,2019-12-27T07:15:00Z,2019-12-27T07:00:00Z,2019-12-27T07:10:00Z
0.834,14.2,290,6.4,7.5,10.2,278,1.05,0.58,14.2,290,0.545,5.6,294,0.801,9.9,0.958,10.9,1.293,11,2020-01-03T22:00:00Z,2020-01-03T22:00:00Z,2020-01-03T22:00:00Z
0.834,14.2,290,6.4,7.5,10.2,278,1.05,0.58,14.2,290,0.545,5.6,294,0.801,9.9,0.958,10.9,1.293,11,2020-01-03T22:05:00Z,2020-01-03T22:00:00Z,2020-01-03T22:00:00Z
0.834,14.2,290,6.4,7.5,10.2,278,1.05,0.58,14.2,290,0.545,5.6,294,0.801,9.9,0.958,10.9,1.293,11,2020-01-03T22:10:00Z,2020-01-03T22:00:00Z,2020-01-03T22:10:00Z
0.834,14.2,290,6.4,7.5,10.2,278,1.05,0.58,14.2,290,0.545,5.6,294,0.801,9.9,0.958,10.9,1.293,11,2020-01-03T22:15:00Z,2020-01-03T22:00:00Z,2020-01-03T22:10:00Z
0.836,14.2,303,4.1,4.6,6.7,255,1.01,0.463,14.2,303,0.67,3.3,269,0.812,6.2,0.979,6.3,1.384,8.5,2019-12-10T03:00:00Z,2019-12-10T03:00:00Z,2019-12-10T03:00:00Z
0.836,14.2,303,4.1,4.6,6.7,255,1.01,0.463,14.2,303,0.67,3.3,269,0.812,6.2,0.979,6.3,1.384,8.5,2019-12-10T03:05:00Z,2019-12-10T03:00:00Z,2019-12-10T03:00:00Z
0.836,14.2,303,4.1,4.6,6.7,255,1.01,0.463,14.2,303,0.67,3.3,269,0.812,6.2,0.979,6.3,1.384,8.5,2019-12-10T03:10:00Z,2019-12-10T03:00:00Z,2019-12-10T03:10:00Z
0.836,14.2,303,4.1,4.6,6.7,255,1.01,0.463,14.2,303,0.67,3.3,269,0.812,6.2,0.979,6.3,1.384,8.5,2019-12-10T03:15:00Z,2019-12-10T03:00:00Z,2019-12-10T03:10:00Z
0.837,11.6,284,11.7,12.5,13.4,270,1.02,0.813,11.6,284,0.168,6.7,320,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T05:00:00Z,2020-01-16T05:00:00Z,2020-01-16T05:00:00Z
0.837,11.6,284,11.7,12.5,13.4,270,1.02,0.813,11.6,284,0.168,6.7,320,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T05:05:00Z,2020-01-16T05:00:00Z,2020-01-16T05:00:00Z
0.837,11.6,284,11.7,12.5,13.4,270,1.02,0.813,11.6,284,0.168,6.7,320,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T05:10:00Z,2020-01-16T05:00:00Z,2020-01-16T05:10:00Z
0.837,11.6,284,11.7,12.5,13.4,270,1.02,0.813,11.6,284,0.168,6.7,320,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T05:15:00Z,2020-01-16T05:00:00Z,2020-01-16T05:10:00Z
0.838,14.2,275,5.8,6.9,9.3,267,1.11,0.566,14.2,275,0.537,6.7,279,0.848,9.4,1.025,10.1,1.365,11,2019-12-10T16:00:00Z,2019-12-10T16:00:00Z,2019-12-10T16:00:00Z
0.838,14.2,275,5.8,6.9,9.3,267,1.11,0.566,14.2,275,0.537,6.7,279,0.848,9.4,1.025,10.1,1.365,11,2019-12-10T16:05:00Z,2019-12-10T16:00:00Z,2019-12-10T16:00:00Z
0.838,14.2,275,5.8,6.9,9.3,267,1.11,0.566,14.2,275,0.537,6.7,279,0.848,9.4,1.025,10.1,1.365,11,2019-12-10T16:10:00Z,2019-12-10T16:00:00Z,2019-12-10T16:10:00Z
0.838,14.2,275,5.8,6.9,9.3,267,1.11,0.566,14.2,275,0.537,6.7,279,0.848,9.4,1.025,10.1,1.365,11,2019-12-10T16:15:00Z,2019-12-10T16:00:00Z,2019-12-10T16:10:00Z
0.839,11.6,262,2.8,3.2,5.6,272,1.13,0.395,11.6,262,0.734,2.2,267,0.787,4.1,0.953,4.8,1.332,8.5,2020-01-22T13:00:00Z,2020-01-22T13:00:00Z,2020-01-22T13:00:00Z
0.839,11.6,262,2.8,3.2,5.6,272,1.13,0.395,11.6,262,0.734,2.2,267,0.787,4.1,0.953,4.8,1.332,8.5,2020-01-22T13:05:00Z,2020-01-22T13:00:00Z,2020-01-22T13:00:00Z
0.839,11.6,262,2.8,3.2,5.6,272,1.13,0.395,11.6,262,0.734,2.2,267,0.787,4.1,0.953,4.8,1.332,8.5,2020-01-22T13:10:00Z,2020-01-22T13:00:00Z,2020-01-22T13:10:00Z
0.839,11.6,262,2.8,3.2,5.6,272,1.13,0.395,11.6,262,0.734,2.2,267,0.787,4.1,0.953,4.8,1.332,8.5,2020-01-22T13:15:00Z,2020-01-22T13:00:00Z,2020-01-22T13:10:00Z
0.841,6.1,286,4.4,5.1,6.8,283,1.07,0.447,9.8,282,0.695,6.1,286,0.774,6.2,0.915,6.7,1.159,7.5,2019-12-31T20:00:00Z,2019-12-31T20:00:00Z,2019-12-31T20:00:00Z
