time,depth,Sv
2019-12-07 13:31:09,0.0,-78.81672517630966
2019-12-07 13:31:09,0.165,-85.83950430311374
2019-12-07 13:31:09,0.33,-90.48826516498563
2019-12-07 13:31:09,0.49500000000000005,-94.25371079429398
2019-12-07 13:31:09,0.66,-95.6122509904329
2019-12-07 13:31:09,0.8250000000000001,-95.84959979095102
2019-12-07 13:31:09,0.9900000000000001,-95.44011886175356
2019-12-07 13:31:09,1.155,-95.66160178379597
2019-12-07 13:31:09,1.32,-95.24528534151057
2019-12-07 13:31:09,1.485,-94.91329827692704
2019-12-07 13:31:09,1.6500000000000001,-95.2939350366033
2019-12-07 13:31:09,1.8150000000000002,-94.64956604564239
2019-12-07 13:31:09,1.9800000000000002,-95.40823369164512
2019-12-07 13:31:09,2.145,-94.94626541669149
2019-12-07 13:31:09,2.31,-94.47457010617049
2019-12-07 13:31:09,2.475,-94.70230625573797
2019-12-07 13:31:09,2.64,-93.83081725964018
2019-12-07 13:31:09,2.805,-93.79394602940386
2019-12-07 13:31:09,2.97,-92.9571515758154
2019-12-07 13:31:09,3.1350000000000002,-92.70714763308034
2019-12-07 13:31:09,3.3000000000000003,-92.00026069329661
2019-12-07 13:31:09,3.4650000000000003,-92.39946641125599
2019-12-07 13:31:09,3.6300000000000003,-92.69826565574306
2019-12-07 13:31:09,3.7950000000000004,-90.96281065179627
2019-12-07 13:31:09,3.9600000000000004,-90.7860615259355
2019-12-07 13:31:09,4.125,-90.68781679151661
2019-12-07 13:31:09,4.29,-89.91589269337857
2019-12-07 13:31:09,4.455,-89.22486066665199
2019-12-07 13:31:09,4.62,-89.07837226398969
2019-12-07 13:31:09,4.785,-89.67105752020287
2019-12-07 13:31:09,4.95,-89.21984357982682
2019-12-07 13:31:09,5.115,-88.49722105507809
2019-12-07 13:31:09,5.28,-87.72688948295873
2019-12-07 13:31:09,5.445,-87.86707643251657
2019-12-07 13:31:09,5.61,-88.57926558447588
2019-12-07 13:31:09,5.775,-89.14422751479897
2019-12-07 13:31:09,5.94,-87.98146582470196
2019-12-07 13:31:09,6.105,-87.57516982236365
2019-12-07 13:31:09,6.2700000000000005,-87.52666144717278
2019-12-07 13:31:09,6.4350000000000005,-87.21360974353958
2019-12-07 13:31:09,6.6000000000000005,-86.33976021748074
2019-12-07 13:31:09,6.765000000000001,-86.40683704096094
2019-12-07 13:31:09,6.930000000000001,-87.04340781710192
2019-12-07 13:31:09,7.095000000000001,-86.28345836674609
2019-12-07 13:31:09,7.260000000000001,-86.85608300015755
2019-12-07 13:31:09,7.425000000000001,-86.79419529399767
2019-12-07 13:31:09,7.590000000000001,-86.08976219186252
2019-12-07 13:31:09,7.755000000000001,-86.97866686606977
2019-12-07 13:31:09,7.920000000000001,-86.72669195293645
2019-12-07 13:31:09,8.085,-86.95863359433616
2019-12-07 13:31:09,8.25,-85.97372809715985
2019-12-07 13:31:09,8.415000000000001,-86.51667646943635
2019-12-07 13:31:09,8.58,-86.26181465422025
2019-12-07 13:31:09,8.745000000000001,-86.60807102776329
2019-12-07 13:31:09,8.91,-86.19877373220538
2019-12-07 13:31:09,9.075000000000001,-85.93840217092931
2019-12-07 13:31:09,9.24,-86.0286771923842
2019-12-07 13:31:09,9.405000000000001,-84.9229930236907
2019-12-07 13:31:09,9.57,-85.4846479359588
2019-12-07 13:31:09,9.735000000000001,-85.58079425074433
2019-12-07 13:31:09,9.9,-85.11595681368533
2019-12-07 13:31:09,10.065000000000001,-84.80403672558498
2019-12-07 13:31:09,10.23,-84.64625761108522
2019-12-07 13:31:09,10.395000000000001,-84.02905573929205
2019-12-07 13:31:09,10.56,-83.37797564148192
2019-12-07 13:31:09,10.725000000000001,-83.92514277996584
2019-12-07 13:31:09,10.89,-82.9644050806655
2019-12-07 13:31:09,11.055000000000001,-83.74401516563465
