time,depth,Sv
2019-12-13 05:37:54,0.0,-76.73725388667565
2019-12-13 05:37:54,0.165,-84.82132214273096
2019-12-13 05:37:54,0.33,-91.02997390691485
2019-12-13 05:37:54,0.49500000000000005,-92.43031267162013
2019-12-13 05:37:54,0.66,-92.43980742689452
2019-12-13 05:37:54,0.8250000000000001,-91.30621304929241
2019-12-13 05:37:54,0.9900000000000001,-90.8273667253996
2019-12-13 05:37:54,1.155,-91.27558594715838
2019-12-13 05:37:54,1.32,-90.3763034795267
2019-12-13 05:37:54,1.485,-90.45668174852472
2019-12-13 05:37:54,1.6500000000000001,-89.72911563610401
2019-12-13 05:37:54,1.8150000000000002,-89.1502709365244
2019-12-13 05:37:54,1.9800000000000002,-90.51949953275256
2019-12-13 05:37:54,2.145,-89.06201794417728
2019-12-13 05:37:54,2.31,-90.25873332305949
2019-12-13 05:37:54,2.475,-88.90081995616762
2019-12-13 05:37:54,2.64,-88.26305207307458
2019-12-13 05:37:54,2.805,-87.31472663068247
2019-12-13 05:37:54,2.97,-88.2453840122517
2019-12-13 05:37:54,3.1350000000000002,-88.55794363033162
2019-12-13 05:37:54,3.3000000000000003,-88.2103757791527
2019-12-13 05:37:54,3.4650000000000003,-87.13966251921275
2019-12-13 05:37:54,3.6300000000000003,-88.32805770592329
2019-12-13 05:37:54,3.7950000000000004,-87.43993716395983
2019-12-13 05:37:54,3.9600000000000004,-87.56473953963399
2019-12-13 05:37:54,4.125,-88.39330906643667
2019-12-13 05:37:54,4.29,-87.81948699560843
2019-12-13 05:37:54,4.455,-88.14202809527191
2019-12-13 05:37:54,4.62,-87.89851020704832
2019-12-13 05:37:54,4.785,-88.58984615319656
2019-12-13 05:37:54,4.95,-86.23988311510556
2019-12-13 05:37:54,5.115,-86.47809255612592
2019-12-13 05:37:54,5.28,-87.05896329305006
2019-12-13 05:37:54,5.445,-86.6001541329174
2019-12-13 05:37:54,5.61,-86.34499432097681
2019-12-13 05:37:54,5.775,-85.95299322406692
2019-12-13 05:37:54,5.94,-85.96217403093434
2019-12-13 05:37:54,6.105,-85.35197754044988
2019-12-13 05:37:54,6.2700000000000005,-85.13910760868775
2019-12-13 05:37:54,6.4350000000000005,-84.74877839293987
2019-12-13 05:37:54,6.6000000000000005,-84.25368153615436
2019-12-13 05:37:54,6.765000000000001,-83.91673221180258
2019-12-13 05:37:54,6.930000000000001,-83.60423280670369
2019-12-13 05:37:54,7.095000000000001,-82.903580700723
2019-12-13 05:37:54,7.260000000000001,-82.55722389121105
2019-12-13 05:37:54,7.425000000000001,-82.57842289862417
2019-12-13 05:37:54,7.590000000000001,-81.119472822576
2019-12-13 05:37:54,7.755000000000001,-82.25580094148013
2019-12-13 05:37:54,7.920000000000001,-81.60698224790004
2019-12-13 05:37:54,8.085,-81.6035794887101
2019-12-13 05:37:54,8.25,-80.7201607418977
2019-12-13 05:37:54,8.415000000000001,-81.417480645686
2019-12-13 05:37:54,8.58,-80.80269006663173
2019-12-13 05:37:54,8.745000000000001,-80.83077801725665
2019-12-13 05:37:54,8.91,-81.09984661058013
2019-12-13 05:37:54,9.075000000000001,-80.80907443493547
2019-12-13 05:37:54,9.24,-80.34919166042562
2019-12-13 05:37:54,9.405000000000001,-78.6087117597983
2019-12-13 05:37:54,9.57,-78.87495100841653
2019-12-13 05:37:54,9.735000000000001,-78.32484257705138
2019-12-13 05:37:54,9.9,-77.86214544380324
2019-12-13 05:37:54,10.065000000000001,-79.2196296483335
2019-12-13 05:37:54,10.23,-78.59674042140892
2019-12-13 05:37:54,10.395000000000001,-78.46803467750198
2019-12-13 05:37:54,10.56,-76.88573458757938
2019-12-13 05:37:54,10.725000000000001,-77.89166897014029
2019-12-13 05:37:54,10.89,-77.25919771886784
2019-12-13 05:37:54,11.055000000000001,-76.20936051675373
2019-12-13 05:37:54,11.22,-75.52004202790252
2019-12-13 05:37:54,11.385000000000002,-75.68186644840708
2019-12-13 05:37:54,11.55,-77.0606739012682
2019-12-13 05:37:54,11.715000000000002,-76.6631952329478
2019-12-13 05:37:54,11.88,-77.45831629053933
2019-12-13 05:37:54,12.045000000000002,-76.86814235276726
2019-12-13 05:37:54,12.21,-76.50206222702084
2019-12-13 05:37:54,12.375000000000002,-76.14011632545999
2019-12-13 05:37:54,12.540000000000001,-76.4713850215592
2019-12-13 05:37:54,12.705000000000002,-77.41389467105152
2019-12-13 05:37:54,12.870000000000001,-76.58680912600514
2019-12-13 05:37:54,13.035,-77.32781244517436
2019-12-13 05:37:54,13.200000000000001,-77.21465851942601
2019-12-13 05:37:54,13.365,-80.34112317413273
2019-12-13 05:37:54,13.530000000000001,-80.18265498684492
2019-12-13 05:37:54,13.695,-80.23203734147071
2019-12-13 05:37:54,13.860000000000001,-76.73391684139358
2019-12-13 05:37:54,14.025,-79.17438071432885
2019-12-13 05:37:54,14.190000000000001,-80.09986122551791
2019-12-13 05:37:54,14.355,-81.30931992374985
2019-12-13 05:37:54,14.520000000000001,-81.47884322931776
2019-12-13 05:37:54,14.685,-81.6009689716577
2019-12-13 05:37:54,14.850000000000001,-81.89020375195139
2019-12-13 05:37:54,15.015,-82.1649331924472
2019-12-13 05:37:54,15.180000000000001,-81.74942012112182
2019-12-13 05:37:54,15.345,-80.64505016125493
